UNIX_Time,UTC_Date,UTC_Time,Latitude,North-South,Longitude,East-West
1645153041.24304,180222,025717.60,3530.99844724,N,13932.71019774,E
1645153041.3433766,180222,025717.70,3530.99844742,N,13932.71019826,E
1645153041.4440582,180222,025717.80,3530.99844742,N,13932.71019826,E
1645153041.544755,180222,025717.90,3530.99844725,N,13932.71019894,E
1645153041.6463125,180222,025718.00,3530.99844725,N,13932.71019894,E
1645153041.7459583,180222,025718.10,3530.99844725,N,13932.71019894,E
1645153041.8472273,180222,025718.20,3530.99844687,N,13932.71019925,E
1645153041.9483685,180222,025718.30,3530.99844648,N,13932.71019949,E
1645153042.047785,180222,025718.40,3530.99844648,N,13932.71019949,E
1645153042.148803,180222,025718.50,3530.99844632,N,13932.71020006,E
1645153042.2503662,180222,025718.60,3530.99844632,N,13932.71020006,E
1645153042.351488,180222,025718.70,3530.99844585,N,13932.71020099,E
1645153042.451939,180222,025718.80,3530.99844585,N,13932.71020099,E
1645153042.543444,180222,025718.90,3530.99844570,N,13932.71020148,E
1645153042.6444266,180222,025719.00,3530.99844570,N,13932.71020148,E
1645153042.7454174,180222,025719.10,3530.99844570,N,13932.71020148,E
1645153042.8464205,180222,025719.20,3530.99844566,N,13932.71020168,E
1645153042.946196,180222,025719.30,3530.99844549,N,13932.71020206,E
1645153043.0473037,180222,025719.40,3530.99844549,N,13932.71020206,E
1645153043.14845,180222,025719.50,3530.99844523,N,13932.71020251,E
1645153043.2483797,180222,025719.60,3530.99844523,N,13932.71020251,E
1645153043.3489907,180222,025719.70,3530.99844479,N,13932.71020303,E
1645153043.449379,180222,025719.80,3530.99844479,N,13932.71020303,E
1645153043.5504522,180222,025719.90,3530.99844423,N,13932.71020304,E
1645153043.651406,180222,025720.00,3530.99844423,N,13932.71020304,E
1645153043.7419374,180222,025720.10,3530.99844423,N,13932.71020304,E
1645153043.8440711,180222,025720.20,3530.99844429,N,13932.71020285,E
1645153043.944278,180222,025720.30,3530.99844379,N,13932.71020296,E
1645153044.0448532,180222,025720.40,3530.99844379,N,13932.71020296,E
1645153044.1452942,180222,025720.50,3530.99844350,N,13932.71020304,E
1645153044.2464445,180222,025720.60,3530.99844350,N,13932.71020304,E
1645153044.3472393,180222,025720.70,3530.99844315,N,13932.71020354,E
1645153044.4469688,180222,025720.80,3530.99844315,N,13932.71020354,E
1645153044.5480585,180222,025720.90,3530.99844279,N,13932.71020307,E
1645153044.6478975,180222,025721.00,3530.99844279,N,13932.71020307,E
1645153044.7489,180222,025721.10,3530.99844279,N,13932.71020307,E
1645153044.8489268,180222,025721.20,3530.99844277,N,13932.71020253,E
1645153044.949932,180222,025721.30,3530.99844267,N,13932.71020287,E
1645153045.0513155,180222,025721.40,3530.99844267,N,13932.71020287,E
1645153045.141795,180222,025721.50,3530.99844264,N,13932.71020094,E
1645153045.2432404,180222,025721.60,3530.99844264,N,13932.71020094,E
1645153045.3442314,180222,025721.70,3530.99844184,N,13932.71019810,E
1645153045.4442303,180222,025721.80,3530.99844184,N,13932.71019810,E
1645153045.545231,180222,025721.90,3530.99844131,N,13932.71019590,E
1645153045.6459665,180222,025722.00,3530.99844131,N,13932.71019590,E
1645153045.7459657,180222,025722.10,3530.99844131,N,13932.71019590,E
1645153045.8469658,180222,025722.20,3530.99844129,N,13932.71019388,E
1645153045.9469624,180222,025722.30,3530.99844088,N,13932.71019271,E
1645153046.0482297,180222,025722.40,3530.99844088,N,13932.71019271,E
1645153046.1486099,180222,025722.50,3530.99844050,N,13932.71019076,E
1645153046.249424,180222,025722.60,3530.99844050,N,13932.71019076,E
1645153046.3491478,180222,025722.70,3530.99844044,N,13932.71018890,E
1645153046.450174,180222,025722.80,3530.99844044,N,13932.71018890,E
1645153046.5513608,180222,025722.90,3530.99844043,N,13932.71018726,E
1645153046.6524503,180222,025723.00,3530.99844043,N,13932.71018726,E
1645153046.743567,180222,025723.10,3530.99844043,N,13932.71018726,E
1645153046.8442245,180222,025723.20,3530.99843990,N,13932.71018464,E
1645153046.9444306,180222,025723.30,3530.99843951,N,13932.71018264,E
1645153047.044629,180222,025723.40,3530.99843951,N,13932.71018264,E
1645153047.1450415,180222,025723.50,3530.99843942,N,13932.71018152,E
1645153047.246489,180222,025723.60,3530.99843942,N,13932.71018152,E
1645153047.3461647,180222,025723.70,3530.99843932,N,13932.71017988,E
1645153047.4484534,180222,025723.80,3530.99843932,N,13932.71017988,E
1645153047.5483336,180222,025723.90,3530.99843896,N,13932.71017759,E
1645153047.6481586,180222,025724.00,3530.99843896,N,13932.71017759,E
1645153047.7490737,180222,025724.10,3530.99843896,N,13932.71017759,E
1645153047.8490734,180222,025724.20,3530.99843883,N,13932.71017517,E
1645153047.9503837,180222,025724.30,3530.99843901,N,13932.71017375,E
1645153048.0504491,180222,025724.40,3530.99843901,N,13932.71017375,E
1645153048.143397,180222,025724.50,3530.99843891,N,13932.71017210,E
1645153048.2435584,180222,025724.60,3530.99843891,N,13932.71017210,E
1645153048.344358,180222,025724.70,3530.99843840,N,13932.71016950,E
1645153048.4452229,180222,025724.80,3530.99843840,N,13932.71016950,E
1645153048.5452206,180222,025724.90,3530.99843800,N,13932.71016782,E
1645153048.64546,180222,025725.00,3530.99843800,N,13932.71016782,E
1645153048.746424,180222,025725.10,3530.99843800,N,13932.71016782,E
1645153048.8471475,180222,025725.20,3530.99843787,N,13932.71016652,E
1645153048.9475665,180222,025725.30,3530.99843796,N,13932.71016489,E
1645153049.0484293,180222,025725.40,3530.99843796,N,13932.71016489,E
1645153049.1486387,180222,025725.50,3530.99843799,N,13932.71016276,E
1645153049.2490706,180222,025725.60,3530.99843799,N,13932.71016276,E
1645153049.3504488,180222,025725.70,3530.99843717,N,13932.71016120,E
1645153049.4497545,180222,025725.80,3530.99843717,N,13932.71016120,E
1645153049.5510063,180222,025725.90,3530.99843700,N,13932.71016021,E
1645153049.642766,180222,025726.00,3530.99843700,N,13932.71016021,E
1645153049.7447748,180222,025726.10,3530.99843700,N,13932.71016021,E
1645153049.8448715,180222,025726.20,3530.99843707,N,13932.71015922,E
1645153049.9458368,180222,025726.30,3530.99843676,N,13932.71015784,E
1645153050.0458372,180222,025726.40,3530.99843676,N,13932.71015784,E
1645153050.1468394,180222,025726.50,3530.99843666,N,13932.71015692,E
1645153050.248406,180222,025726.60,3530.99843666,N,13932.71015692,E
1645153050.3483407,180222,025726.70,3530.99843652,N,13932.71015559,E
1645153050.4488995,180222,025726.80,3530.99843652,N,13932.71015559,E
1645153050.5499184,180222,025726.90,3530.99843658,N,13932.71015428,E
1645153050.6499202,180222,025727.00,3530.99843658,N,13932.71015428,E
1645153050.7503822,180222,025727.10,3530.99843658,N,13932.71015428,E
1645153050.8509874,180222,025727.20,3530.99843690,N,13932.71015342,E
1645153050.9433424,180222,025727.30,3530.99843708,N,13932.71015233,E
1645153051.044497,180222,025727.40,3530.99843708,N,13932.71015233,E
1645153051.1444175,180222,025727.50,3530.99843678,N,13932.71015063,E
1645153051.245385,180222,025727.60,3530.99843678,N,13932.71015063,E
1645153051.3463726,180222,025727.70,3530.99843672,N,13932.71014950,E
1645153051.4464557,180222,025727.80,3530.99843672,N,13932.71014950,E
1645153051.5472627,180222,025727.90,3530.99843744,N,13932.71014851,E
1645153051.6470459,180222,025728.00,3530.99843744,N,13932.71014851,E
1645153051.7483525,180222,025728.10,3530.99843744,N,13932.71014851,E
1645153051.8486855,180222,025728.20,3530.99843798,N,13932.71014683,E
1645153051.9492722,180222,025728.30,3530.99843856,N,13932.71014573,E
1645153052.0504513,180222,025728.40,3530.99843856,N,13932.71014573,E
1645153052.1500201,180222,025728.50,3530.99843972,N,13932.71014484,E
1645153052.251303,180222,025728.60,3530.99843972,N,13932.71014484,E
1645153052.3513827,180222,025728.70,3530.99844025,N,13932.71014311,E
1645153052.4427147,180222,025728.80,3530.99844025,N,13932.71014311,E
1645153052.5436616,180222,025728.90,3530.99844007,N,13932.71014122,E
1645153052.6446614,180222,025729.00,3530.99844007,N,13932.71014122,E
1645153052.7450607,180222,025729.10,3530.99844007,N,13932.71014122,E
1645153052.8460605,180222,025729.20,3530.99844113,N,13932.71014004,E
1645153052.946062,180222,025729.30,3530.99844255,N,13932.71013882,E
1645153053.0474098,180222,025729.40,3530.99844255,N,13932.71013882,E
1645153053.1479168,180222,025729.50,3530.99844296,N,13932.71013682,E
1645153053.2503989,180222,025729.60,3530.99844296,N,13932.71013682,E
1645153053.3512785,180222,025729.70,3530.99844321,N,13932.71013498,E
1645153053.4522233,180222,025729.80,3530.99844321,N,13932.71013498,E
1645153053.5428615,180222,025729.90,3530.99844403,N,13932.71013402,E
1645153053.6437345,180222,025730.00,3530.99844403,N,13932.71013402,E
1645153053.745458,180222,025730.10,3530.99844403,N,13932.71013402,E
1645153053.8463976,180222,025730.20,3530.99844467,N,13932.71013178,E
1645153053.947419,180222,025730.30,3530.99844492,N,13932.71012927,E
1645153054.0473738,180222,025730.40,3530.99844492,N,13932.71012927,E
1645153054.1479728,180222,025730.50,3530.99844543,N,13932.71012671,E
1645153054.2484117,180222,025730.60,3530.99844543,N,13932.71012671,E
1645153054.3494473,180222,025730.70,3530.99844594,N,13932.71012539,E
1645153054.4488,180222,025730.80,3530.99844594,N,13932.71012539,E
1645153054.5502813,180222,025730.90,3530.99844660,N,13932.71012370,E
1645153054.6542253,180222,025731.00,3530.99844660,N,13932.71012370,E
1645153054.7512257,180222,025731.10,3530.99844660,N,13932.71012370,E
1645153054.8430634,180222,025731.20,3530.99844721,N,13932.71012151,E
1645153054.9444234,180222,025731.30,3530.99844829,N,13932.71011992,E
1645153055.0443728,180222,025731.40,3530.99844829,N,13932.71011992,E
1645153055.144606,180222,025731.50,3530.99844918,N,13932.71011795,E
1645153055.2456105,180222,025731.60,3530.99844918,N,13932.71011795,E
1645153055.3457925,180222,025731.70,3530.99844920,N,13932.71011508,E
1645153055.446824,180222,025731.80,3530.99844920,N,13932.71011508,E
1645153055.547823,180222,025731.90,3530.99844967,N,13932.71011268,E
1645153055.6481032,180222,025732.00,3530.99844967,N,13932.71011268,E
1645153055.7493045,180222,025732.10,3530.99844967,N,13932.71011268,E
1645153055.8496397,180222,025732.20,3530.99844997,N,13932.71011052,E
1645153055.950383,180222,025732.30,3530.99845030,N,13932.71010806,E
1645153056.0508974,180222,025732.40,3530.99845030,N,13932.71010806,E
1645153056.150702,180222,025732.50,3530.99845087,N,13932.71010568,E
1645153056.2433293,180222,025732.60,3530.99845087,N,13932.71010568,E
1645153056.3441584,180222,025732.70,3530.99845092,N,13932.71010291,E
1645153056.444907,180222,025732.80,3530.99845092,N,13932.71010291,E
1645153056.5454614,180222,025732.90,3530.99845094,N,13932.71010055,E
1645153056.6464267,180222,025733.00,3530.99845094,N,13932.71010055,E
1645153056.7459862,180222,025733.10,3530.99845094,N,13932.71010055,E
1645153056.84703,180222,025733.20,3530.99845170,N,13932.71009852,E
1645153056.9484546,180222,025733.30,3530.99845294,N,13932.71009561,E
1645153057.0482278,180222,025733.40,3530.99845294,N,13932.71009561,E
1645153057.1493897,180222,025733.50,3530.99845288,N,13932.71009319,E
1645153057.2495894,180222,025733.60,3530.99845288,N,13932.71009319,E
1645153057.3504016,180222,025733.70,3530.99845278,N,13932.71009115,E
1645153057.4509072,180222,025733.80,3530.99845278,N,13932.71009115,E
1645153057.551386,180222,025733.90,3530.99845384,N,13932.71008914,E
1645153057.643666,180222,025734.00,3530.99845384,N,13932.71008914,E
1645153057.744198,180222,025734.10,3530.99845384,N,13932.71008914,E
1645153057.8443096,180222,025734.20,3530.99845491,N,13932.71008635,E
1645153057.9453807,180222,025734.30,3530.99845580,N,13932.71008430,E
1645153058.0453837,180222,025734.40,3530.99845580,N,13932.71008430,E
1645153058.1459892,180222,025734.50,3530.99845626,N,13932.71008272,E
1645153058.2464647,180222,025734.60,3530.99845626,N,13932.71008272,E
1645153058.3473728,180222,025734.70,3530.99845617,N,13932.71008033,E
1645153058.44837,180222,025734.80,3530.99845617,N,13932.71008033,E
1645153058.5484533,180222,025734.90,3530.99845678,N,13932.71007823,E
1645153058.648884,180222,025735.00,3530.99845678,N,13932.71007823,E
1645153058.7494404,180222,025735.10,3530.99845678,N,13932.71007823,E
1645153058.849501,180222,025735.20,3530.99845789,N,13932.71007617,E
1645153058.9513843,180222,025735.30,3530.99845872,N,13932.71007405,E
1645153059.0516453,180222,025735.40,3530.99845872,N,13932.71007405,E
1645153059.143154,180222,025735.50,3530.99845871,N,13932.71007167,E
1645153059.2444587,180222,025735.60,3530.99845871,N,13932.71007167,E
1645153059.3452702,180222,025735.70,3530.99845825,N,13932.71006930,E
1645153059.445384,180222,025735.80,3530.99845825,N,13932.71006930,E
1645153059.5456514,180222,025735.90,3530.99845824,N,13932.71006683,E
1645153059.6464894,180222,025736.00,3530.99845824,N,13932.71006683,E
1645153059.7472863,180222,025736.10,3530.99845824,N,13932.71006683,E
1645153059.8473766,180222,025736.20,3530.99845873,N,13932.71006433,E
1645153059.948517,180222,025736.30,3530.99845900,N,13932.71006169,E
1645153060.048221,180222,025736.40,3530.99845900,N,13932.71006169,E
1645153060.1493857,180222,025736.50,3530.99845911,N,13932.71005978,E
1645153060.2501063,180222,025736.60,3530.99845911,N,13932.71005978,E
1645153060.3504517,180222,025736.70,3530.99845937,N,13932.71005778,E
1645153060.4512086,180222,025736.80,3530.99845937,N,13932.71005778,E
1645153060.5521963,180222,025736.90,3530.99845939,N,13932.71005496,E
1645153060.6431968,180222,025737.00,3530.99845939,N,13932.71005496,E
1645153060.744197,180222,025737.10,3530.99845939,N,13932.71005496,E
1645153060.8440385,180222,025737.20,3530.99845935,N,13932.71005271,E
1645153060.9452853,180222,025737.30,3530.99845989,N,13932.71005015,E
1645153061.0454233,180222,025737.40,3530.99845989,N,13932.71005015,E
1645153061.1457767,180222,025737.50,3530.99845991,N,13932.71004701,E
1645153061.2474432,180222,025737.60,3530.99845991,N,13932.71004701,E
1645153061.3422022,180222,025737.70,3530.99845984,N,13932.71004344,E
1645153061.448394,180222,025737.80,3530.99845984,N,13932.71004344,E
1645153061.5486443,180222,025737.90,3530.99845982,N,13932.71004066,E
1645153061.6496797,180222,025738.00,3530.99845982,N,13932.71004066,E
1645153061.7494414,180222,025738.10,3530.99845982,N,13932.71004066,E
1645153061.8504856,180222,025738.20,3530.99845997,N,13932.71003792,E
1645153061.9513118,180222,025738.30,3530.99846017,N,13932.71003539,E
1645153062.0513616,180222,025738.40,3530.99846017,N,13932.71003539,E
1645153062.1433733,180222,025738.50,3530.99846048,N,13932.71003301,E
1645153062.2434592,180222,025738.60,3530.99846048,N,13932.71003301,E
1645153062.3443875,180222,025738.70,3530.99846041,N,13932.71003060,E
1645153062.444925,180222,025738.80,3530.99846041,N,13932.71003060,E
1645153062.5457644,180222,025738.90,3530.99846026,N,13932.71002803,E
1645153062.6457622,180222,025739.00,3530.99846026,N,13932.71002803,E
1645153062.74729,180222,025739.10,3530.99846026,N,13932.71002803,E
1645153062.846824,180222,025739.20,3530.99846062,N,13932.71002543,E
1645153062.9481578,180222,025739.30,3530.99846094,N,13932.71002336,E
1645153063.048375,180222,025739.40,3530.99846094,N,13932.71002336,E
1645153063.149449,180222,025739.50,3530.99846153,N,13932.71002224,E
1645153063.2493887,180222,025739.60,3530.99846153,N,13932.71002224,E
1645153063.3504558,180222,025739.70,3530.99845904,N,13932.71001382,E
1645153063.4512255,180222,025739.80,3530.99845904,N,13932.71001382,E
1645153063.5509422,180222,025739.90,3530.99845628,N,13932.71000611,E
1645153063.6428573,180222,025740.00,3530.99845628,N,13932.71000611,E
1645153063.7444532,180222,025740.10,3530.99845628,N,13932.71000611,E
1645153063.8447685,180222,025740.20,3530.99845370,N,13932.70999864,E
1645153063.9454567,180222,025740.30,3530.99845186,N,13932.70999074,E
1645153064.0463045,180222,025740.40,3530.99845186,N,13932.70999074,E
1645153064.147386,180222,025740.50,3530.99844962,N,13932.70998349,E
1645153064.2483885,180222,025740.60,3530.99844962,N,13932.70998349,E
1645153064.34939,180222,025740.70,3530.99844675,N,13932.70997633,E
1645153064.4503706,180222,025740.80,3530.99844675,N,13932.70997633,E
1645153064.5504522,180222,025740.90,3530.99844406,N,13932.70996975,E
1645153064.650926,180222,025741.00,3530.99844406,N,13932.70996975,E
1645153064.7433572,180222,025741.10,3530.99844406,N,13932.70996975,E
1645153064.8444612,180222,025741.20,3530.99844235,N,13932.70996344,E
1645153064.9443126,180222,025741.30,3530.99844023,N,13932.70995681,E
1645153065.0454836,180222,025741.40,3530.99844023,N,13932.70995681,E
1645153065.1464267,180222,025741.50,3530.99843788,N,13932.70995018,E
1645153065.246457,180222,025741.60,3530.99843788,N,13932.70995018,E
1645153065.3466473,180222,025741.70,3530.99843564,N,13932.70994381,E
1645153065.447496,180222,025741.80,3530.99843564,N,13932.70994381,E
1645153065.548386,180222,025741.90,3530.99843333,N,13932.70993767,E
1645153065.6488311,180222,025742.00,3530.99843333,N,13932.70993767,E
1645153065.7488627,180222,025742.10,3530.99843333,N,13932.70993767,E
1645153065.8498309,180222,025742.20,3530.99843116,N,13932.70993219,E
1645153065.9508574,180222,025742.30,3530.99842939,N,13932.70992598,E
1645153066.0524204,180222,025742.40,3530.99842939,N,13932.70992598,E
1645153066.1428366,180222,025742.50,3530.99842819,N,13932.70991922,E
1645153066.2438507,180222,025742.60,3530.99842819,N,13932.70991922,E
1645153066.3441465,180222,025742.70,3530.99842643,N,13932.70991312,E
1645153066.444804,180222,025742.80,3530.99842643,N,13932.70991312,E
1645153066.5462532,180222,025742.90,3530.99842481,N,13932.70990711,E
1645153066.6464562,180222,025743.00,3530.99842481,N,13932.70990711,E
1645153066.7475019,180222,025743.10,3530.99842481,N,13932.70990711,E
1645153066.8473008,180222,025743.20,3530.99842284,N,13932.70990160,E
1645153066.948455,180222,025743.30,3530.99842113,N,13932.70989596,E
1645153067.0490906,180222,025743.40,3530.99842113,N,13932.70989596,E
1645153067.1503916,180222,025743.50,3530.99841981,N,13932.70988969,E
1645153067.250306,180222,025743.60,3530.99841981,N,13932.70988969,E
1645153067.3513582,180222,025743.70,3530.99841836,N,13932.70988373,E
1645153067.4434469,180222,025743.80,3530.99841836,N,13932.70988373,E
1645153067.5453255,180222,025743.90,3530.99841676,N,13932.70987712,E
1645153067.6447067,180222,025744.00,3530.99841676,N,13932.70987712,E
1645153067.74636,180222,025744.10,3530.99841676,N,13932.70987712,E
1645153067.846457,180222,025744.20,3530.99841538,N,13932.70987062,E
1645153067.9473052,180222,025744.30,3530.99841395,N,13932.70986448,E
1645153068.0474484,180222,025744.40,3530.99841395,N,13932.70986448,E
1645153068.1480014,180222,025744.50,3530.99841198,N,13932.70985876,E
1645153068.2493875,180222,025744.60,3530.99841198,N,13932.70985876,E
1645153068.349388,180222,025744.70,3530.99840955,N,13932.70985195,E
1645153068.45039,180222,025744.80,3530.99840955,N,13932.70985195,E
1645153068.5499346,180222,025744.90,3530.99840785,N,13932.70984511,E
1645153068.651439,180222,025745.00,3530.99840785,N,13932.70984511,E
1645153068.7523906,180222,025745.10,3530.99840785,N,13932.70984511,E
1645153068.8433867,180222,025745.20,3530.99840587,N,13932.70983941,E
1645153068.9440253,180222,025745.30,3530.99840350,N,13932.70983303,E
1645153069.043935,180222,025745.40,3530.99840350,N,13932.70983303,E
1645153069.1453695,180222,025745.50,3530.99840108,N,13932.70982655,E
1645153069.2458177,180222,025745.60,3530.99840108,N,13932.70982655,E
1645153069.3460393,180222,025745.70,3530.99839827,N,13932.70981981,E
1645153069.4471335,180222,025745.80,3530.99839827,N,13932.70981981,E
1645153069.5475636,180222,025745.90,3530.99839505,N,13932.70981323,E
1645153069.6480596,180222,025746.00,3530.99839505,N,13932.70981323,E
1645153069.7493308,180222,025746.10,3530.99839505,N,13932.70981323,E
1645153069.850346,180222,025746.20,3530.99839244,N,13932.70980656,E
1645153069.9506106,180222,025746.30,3530.99839045,N,13932.70979997,E
1645153070.0512881,180222,025746.40,3530.99839045,N,13932.70979997,E
1645153070.1523917,180222,025746.50,3530.99838816,N,13932.70979314,E
1645153070.2428563,180222,025746.60,3530.99838816,N,13932.70979314,E
1645153070.3443918,180222,025746.70,3530.99838573,N,13932.70978696,E
1645153070.4446547,180222,025746.80,3530.99838573,N,13932.70978696,E
1645153070.5458713,180222,025746.90,3530.99838351,N,13932.70978077,E
1645153070.6463766,180222,025747.00,3530.99838351,N,13932.70978077,E
1645153070.747457,180222,025747.10,3530.99838351,N,13932.70978077,E
1645153070.848395,180222,025747.20,3530.99838074,N,13932.70977419,E
1645153070.9481363,180222,025747.30,3530.99837773,N,13932.70976776,E
1645153071.0491226,180222,025747.40,3530.99837773,N,13932.70976776,E
1645153071.1494865,180222,025747.50,3530.99837499,N,13932.70976111,E
1645153071.249485,180222,025747.60,3530.99837499,N,13932.70976111,E
1645153071.3503563,180222,025747.70,3530.99837221,N,13932.70975407,E
1645153071.4513698,180222,025747.80,3530.99837221,N,13932.70975407,E
1645153071.5519774,180222,025747.90,3530.99836920,N,13932.70974807,E
1645153071.6427717,180222,025748.00,3530.99836920,N,13932.70974807,E
1645153071.744464,180222,025748.10,3530.99836920,N,13932.70974807,E
1645153071.8449507,180222,025748.20,3530.99836655,N,13932.70974213,E
1645153071.9450219,180222,025748.30,3530.99836363,N,13932.70973636,E
1645153072.045647,180222,025748.40,3530.99836363,N,13932.70973636,E
1645153072.14613,180222,025748.50,3530.99836058,N,13932.70973072,E
1645153072.2474618,180222,025748.60,3530.99836058,N,13932.70973072,E
1645153072.3478725,180222,025748.70,3530.99835706,N,13932.70972494,E
1645153072.4485645,180222,025748.80,3530.99835706,N,13932.70972494,E
1645153072.5489035,180222,025748.90,3530.99835397,N,13932.70971942,E
1645153072.649469,180222,025749.00,3530.99835397,N,13932.70971942,E
1645153072.750422,180222,025749.10,3530.99835397,N,13932.70971942,E
1645153072.8510082,180222,025749.20,3530.99835148,N,13932.70971385,E
1645153072.9514396,180222,025749.30,3530.99834435,N,13932.70970496,E
1645153073.0435815,180222,025749.40,3530.99834435,N,13932.70970496,E
1645153073.1441453,180222,025749.50,3530.99833311,N,13932.70969371,E
1645153073.2452006,180222,025749.60,3530.99833311,N,13932.70969371,E
1645153073.3455708,180222,025749.70,3530.99832182,N,13932.70968293,E
1645153073.4460275,180222,025749.80,3530.99832182,N,13932.70968293,E
1645153073.5462556,180222,025749.90,3530.99831039,N,13932.70967273,E
1645153073.6473882,180222,025750.00,3530.99831039,N,13932.70967273,E
1645153073.7474585,180222,025750.10,3530.99831039,N,13932.70967273,E
1645153073.847984,180222,025750.20,3530.99829972,N,13932.70966269,E
1645153073.9494975,180222,025750.30,3530.99828921,N,13932.70965241,E
1645153074.0503845,180222,025750.40,3530.99828921,N,13932.70965241,E
1645153074.1504378,180222,025750.50,3530.99827841,N,13932.70964248,E
1645153074.2513895,180222,025750.60,3530.99827841,N,13932.70964248,E
1645153074.3517148,180222,025750.70,3530.99826775,N,13932.70963251,E
1645153074.4432385,180222,025750.80,3530.99826775,N,13932.70963251,E
1645153074.5442984,180222,025750.90,3530.99825739,N,13932.70962324,E
1645153074.6455653,180222,025751.00,3530.99825739,N,13932.70962324,E
1645153074.7456036,180222,025751.10,3530.99825739,N,13932.70962324,E
1645153074.8465064,180222,025751.20,3530.99824703,N,13932.70961462,E
1645153074.9477117,180222,025751.30,3530.99823628,N,13932.70960602,E
1645153075.0487123,180222,025751.40,3530.99823628,N,13932.70960602,E
1645153075.1504323,180222,025751.50,3530.99822624,N,13932.70959691,E
1645153075.250113,180222,025751.60,3530.99822624,N,13932.70959691,E
1645153075.352385,180222,025751.70,3530.99821610,N,13932.70958830,E
1645153075.4434674,180222,025751.80,3530.99821610,N,13932.70958830,E
1645153075.5439858,180222,025751.90,3530.99820633,N,13932.70958042,E
1645153075.6452236,180222,025752.00,3530.99820633,N,13932.70958042,E
1645153075.7455285,180222,025752.10,3530.99820633,N,13932.70958042,E
1645153075.8464594,180222,025752.20,3530.99819576,N,13932.70957266,E
1645153075.9473975,180222,025752.30,3530.99818573,N,13932.70956461,E
1645153076.0474334,180222,025752.40,3530.99818573,N,13932.70956461,E
1645153076.1477363,180222,025752.50,3530.99817601,N,13932.70955752,E
1645153076.2478263,180222,025752.60,3530.99817601,N,13932.70955752,E
1645153076.3488286,180222,025752.70,3530.99816681,N,13932.70955047,E
1645153076.4498265,180222,025752.80,3530.99816681,N,13932.70955047,E
1645153076.5501525,180222,025752.90,3530.99815748,N,13932.70954313,E
1645153076.6511793,180222,025753.00,3530.99815748,N,13932.70954313,E
1645153076.7520852,180222,025753.10,3530.99815748,N,13932.70954313,E
1645153076.842968,180222,025753.20,3530.99814804,N,13932.70953650,E
1645153076.9444616,180222,025753.30,3530.99813821,N,13932.70953041,E
1645153077.0444667,180222,025753.40,3530.99813821,N,13932.70953041,E
1645153077.1455402,180222,025753.50,3530.99812794,N,13932.70952479,E
1645153077.246396,180222,025753.60,3530.99812794,N,13932.70952479,E
1645153077.346463,180222,025753.70,3530.99811745,N,13932.70951878,E
1645153077.4473674,180222,025753.80,3530.99811745,N,13932.70951878,E
1645153077.548464,180222,025753.90,3530.99810719,N,13932.70951252,E
1645153077.6494396,180222,025754.00,3530.99810719,N,13932.70951252,E
1645153077.7494533,180222,025754.10,3530.99810719,N,13932.70951252,E
1645153077.8504646,180222,025754.20,3530.99809701,N,13932.70950648,E
1645153077.9504611,180222,025754.30,3530.99808617,N,13932.70950013,E
1645153078.050762,180222,025754.40,3530.99808617,N,13932.70950013,E
1645153078.1519413,180222,025754.50,3530.99807551,N,13932.70949427,E
1645153078.242737,180222,025754.60,3530.99807551,N,13932.70949427,E
1645153078.344394,180222,025754.70,3530.99806423,N,13932.70948746,E
1645153078.4443936,180222,025754.80,3530.99806423,N,13932.70948746,E
1645153078.545513,180222,025754.90,3530.99805309,N,13932.70948086,E
1645153078.6464598,180222,025755.00,3530.99805309,N,13932.70948086,E
1645153078.747361,180222,025755.10,3530.99805309,N,13932.70948086,E
1645153078.8474622,180222,025755.20,3530.99804227,N,13932.70947435,E
1645153078.9480484,180222,025755.30,3530.99803164,N,13932.70946760,E
1645153079.0483735,180222,025755.40,3530.99803164,N,13932.70946760,E
1645153079.1491945,180222,025755.50,3530.99802052,N,13932.70946090,E
1645153079.2503965,180222,025755.60,3530.99802052,N,13932.70946090,E
1645153079.3500628,180222,025755.70,3530.99800967,N,13932.70945461,E
1645153079.4514036,180222,025755.80,3530.99800967,N,13932.70945461,E
1645153079.5523908,180222,025755.90,3530.99799874,N,13932.70944819,E
1645153079.6434371,180222,025756.00,3530.99799874,N,13932.70944819,E
1645153079.744344,180222,025756.10,3530.99799874,N,13932.70944819,E
1645153079.8449025,180222,025756.20,3530.99798773,N,13932.70944223,E
1645153079.9455059,180222,025756.30,3530.99797669,N,13932.70943656,E
1645153080.0464642,180222,025756.40,3530.99797669,N,13932.70943656,E
1645153080.1471033,180222,025756.50,3530.99796620,N,13932.70943092,E
1645153080.2467623,180222,025756.60,3530.99796620,N,13932.70943092,E
1645153080.3480766,180222,025756.70,3530.99795552,N,13932.70942505,E
1645153080.4484036,180222,025756.80,3530.99795552,N,13932.70942505,E
1645153080.54902,180222,025756.90,3530.99794486,N,13932.70942006,E
1645153080.6494675,180222,025757.00,3530.99794486,N,13932.70942006,E
1645153080.7502656,180222,025757.10,3530.99794486,N,13932.70942006,E
1645153080.8502219,180222,025757.20,3530.99793397,N,13932.70941471,E
1645153080.951395,180222,025757.30,3530.99792335,N,13932.70940922,E
1645153081.052394,180222,025757.40,3530.99792335,N,13932.70940922,E
1645153081.1434605,180222,025757.50,3530.99791308,N,13932.70940361,E
1645153081.2444673,180222,025757.60,3530.99791308,N,13932.70940361,E
